location,total_sqft,bath,bhk,price_per_sqft,price
Electronic City,1140.0,2.0,2,6221.9298245614045,70.93
other,1145.0,2.0,2,5100.436681222707,58.4
other,1862.0,3.0,3,6444.68313641246,120.0
Devarachikkanahalli,947.0,2.0,2,4540.654699049631,43.0
Kalena Agrahara,1120.0,2.0,2,3571.4285714285716,40.0
Kaggadasapura,1805.0,2.0,3,4155.124653739612,75.0
Basavangudi,1100.0,2.0,2,8454.545454545454,93.0
Bommenahalli,1355.0,3.0,4,9963.09963099631,135.0
other,1677.0,3.0,3,5843.768634466309,98.0
Uttarahalli,1560.0,3.0,3,4743.589743589743,74.0
Arekere,2060.0,3.0,3,7281.553398058252,150.0
Koramangala,1716.0,2.0,3,6701.631701631702,115.0
Harlur,1864.0,3.0,3,7510.729613733905,140.0
Electronics City Phase 1,638.0,1.0,1,5015.673981191223,32.0
Chandapura,937.0,2.0,2,3201.7075773745996,30.0
other,1490.0,2.0,3,7718.120805369127,115.0
Whitefield,1100.0,2.0,2,3363.6363636363635,37.0
Thigalarapalya,1000.0,2.0,2,4853.0,48.53
Horamavu Agara,1060.0,2.0,2,3490.566037735849,37.0
Kundalahalli,1047.0,2.0,2,8691.499522445081,91.0
Basaveshwara Nagar,1200.0,2.0,2,6666.666666666667,80.0
Akshaya Nagar,1420.0,2.0,3,5281.69014084507,75.0
Sarjapur  Road,1539.0,3.0,3,5523.066926575699,85.0
other,1550.0,3.0,3,3806.451612903226,59.0
Kasavanhalli,1555.0,3.0,3,5273.311897106109,82.0
Seegehalli,1553.0,3.0,3,4378.62202189311,68.0
Electronic City Phase II,920.0,2.0,2,2826.086956521739,26.0
other,1740.0,3.0,3,6896.551724137931,120.0
OMBR Layout,1855.0,3.0,3,7816.711590296496,145.0
Kundalahalli,1724.0,3.0,3,8468.677494199535,146.0
other,1020.0,2.0,2,5882.35294117647,60.0
Uttarahalli,1250.0,2.0,3,4000.0,50.0
Sanjay nagar,1450.0,3.0,3,5172.413793103448,75.0
Thubarahalli,1200.0,2.0,2,6666.666666666667,80.0
Haralur Road,1140.0,2.0,2,5087.7192982456145,58.0
other,550.0,1.0,1,2909.090909090909,16.0
Bannerghatta Road,1450.0,3.0,3,3034.4827586206898,44.0
Kanakpura Road,700.0,2.0,2,5010.0,35.07
Whitefield,1200.0,3.0,3,4666.666666666667,56.0
Yelahanka,1050.0,2.0,2,4285.714285714285,45.0
Somasundara Palya,1600.0,3.0,3,4312.5,69.0
Bannerghatta Road,1625.0,2.0,3,4615.384615384615,75.0
other,1492.0,2.0,2,4356.56836461126,65.0
Sarjapur  Road,1489.0,2.0,3,5507.051712558764,82.0
Kanakapura,1560.0,2.0,3,3998.7179487179487,62.38
Haralur Road,1140.0,2.0,2,3684.2105263157896,42.0
other,1431.0,3.0,3,4542.278127183788,65.0
Lingadheeranahalli,1682.0,3.0,3,6777.645659928657,114.0
Panathur,1198.0,2.0,2,7200.33388981636,86.26
Sarjapur  Road,1550.0,2.0,3,4500.0,69.75
Kodichikkanahalli,1026.0,2.0,2,4385.964912280701,45.0
Hennur,1260.0,2.0,3,4126.984126984127,52.0
other,690.0,2.0,2,6086.95652173913,42.0
Sarjapur  Road,539.0,1.0,1,8348.794063079777,45.0
Sarakki Nagar,1200.0,4.0,4,7083.333333333333,85.0
Thubarahalli,1200.0,2.0,2,6629.166666666667,79.55
Sarjapur  Road,1186.0,2.0,3,3372.681281618887,40.0
Thanisandra,1039.0,2.0,2,3801.732435033686,39.5
Brookefield,1225.0,2.0,2,5428.571428571428,66.5
Bommanahalli,1350.0,2.0,2,5333.333333333333,72.0
Whitefield,1550.0,2.0,3,3200.0,49.6
Hoodi,1490.0,3.0,3,5302.013422818792,79.0
other,1520.0,3.0,3,7302.631578947368,111.0
other,1391.0,2.0,3,4636.951833213516,64.5
Rachenahalli,1200.0,2.0,2,4166.666666666667,50.0
other,1200.0,4.0,4,7166.666666666667,86.0
Yelahanka,1322.0,2.0,2,6051.437216338881,80.0
Whitefield,2173.0,3.0,3,5890.473999079613,128.0
Sarjapur  Road,1200.0,2.0,2,6250.0,75.0
Thubarahalli,1200.0,2.0,2,3916.6666666666665,47.0
Mysore Road,1170.0,2.0,2,5555.555555555556,65.0
NRI Layout,1125.0,2.0,2,4049.777777777778,45.56
Devanahalli,698.5,1.0,1,4090.1932712956336,28.57
other,1250.0,2.0,2,7200.0,90.0
Chandapura,1025.0,2.0,2,2700.487804878049,27.68
Yelahanka,1075.0,2.0,3,3348.8372093023254,36.0
Whitefield,1435.0,3.0,3,3135.8885017421603,45.0
Electronics City Phase 1,1175.0,2.0,2,5530.212765957447,64.98
other,1464.0,3.0,3,3825.136612021858,56.0
other,900.0,2.0,2,3666.6666666666665,33.0
Electronics City Phase 1,585.0,1.0,1,3589.74358974359,21.0
other,1602.0,2.0,3,10611.735330836455,170.0
Thanisandra,1220.0,2.0,2,3442.622950819672,42.0
Sarjapur  Road,2145.0,3.0,3,8391.608391608392,180.0
Bannerghatta Road,960.0,2.0,2,6041.666666666667,58.0
NGR Layout,907.0,1.0,1,4189.636163175303,38.0
Old Madras Road,1210.0,2.0,2,6115.702479338843,74.0
other,1230.0,2.0,2,5691.056910569106,70.0
5th Phase JP Nagar,1350.0,2.0,3,5555.555555555556,75.0
Kenchenahalli,1150.0,2.0,2,5043.478260869565,58.0
Sarjapur,1404.0,2.0,3,3799.8575498575497,53.35
OMBR Layout,1050.0,2.0,2,4571.428571428572,48.0
Yelahanka,1285.0,2.0,2,4357.976653696498,56.0
Hormavu,1018.0,2.0,2,4990.176817288801,50.8
Hoskote,1200.0,3.0,3,4750.0,57.0
Sarjapur  Road,1115.0,2.0,2,4484.304932735426,50.0
other,1600.0,3.0,3,5937.5,95.0
9th Phase JP Nagar,1480.0,2.0,2,5405.405405405405,80.0
Kaval Byrasandra,480.0,1.0,1,5208.333333333333,25.0
Akshaya Nagar,1435.0,3.0,3,3693.3797909407667,53.0
other,450.0,1.0,1,13333.333333333334,60.0
other,600.0,2.0,1,3833.3333333333335,23.0
CV Raman Nagar,1590.0,2.0,3,5345.911949685535,85.0
Nagavara,936.0,2.0,2,4294.871794871795,40.2
Banashankari,1181.0,2.0,2,6350.550381033023,75.0
Kengeri,1741.0,3.0,3,4595.060310166571,80.0
JP Nagar,1750.0,3.0,3,7028.571428571428,123.0
Varthur Road,1050.0,2.0,2,4066.6666666666665,42.7
Tumkur Road,1027.0,2.0,2,5842.259006815969,60.0
Sector 2 HSR Layout,1600.0,3.0,3,4375.0,70.0
Sahakara Nagar,1000.0,2.0,2,6000.0,60.0
Varthur,1120.0,2.0,2,3950.0,44.24
other,1200.0,2.0,2,7083.333333333333,85.0
other,1200.0,2.0,2,2916.6666666666665,35.0
Kasturi Nagar,1570.0,3.0,3,7006.369426751592,110.0
Koramangala,1500.0,3.0,3,9000.0,135.0
Frazer Town,1315.0,2.0,2,10646.38783269962,140.0
Electronic City Phase II,1140.0,2.0,2,2968.421052631579,33.84
Banashankari,1105.0,2.0,2,8144.796380090498,90.0
Electronic City,1200.0,2.0,2,2887.5,34.65
Whitefield,905.0,1.0,1,6850.828729281768,62.0
Kudlu Gate,1185.0,2.0,2,4219.4092827004215,50.0
Koramangala,1083.0,2.0,2,9233.610341643584,100.0
Rayasandra,1458.0,3.0,3,4115.22633744856,60.0
Hormavu,1555.0,3.0,3,4823.15112540193,75.0
other,1200.0,2.0,2,3750.0,45.0
Sarjapur  Road,1308.0,2.0,2,4500.0,58.86
Kudlu,1024.0,2.0,2,4296.875,44.0
Parappana Agrahara,1194.0,2.0,2,3936.348408710218,47.0
Kanakapura,1450.0,3.0,3,5172.413793103448,75.0
Seegehalli,1639.0,3.0,3,7321.537522879805,120.0
Whitefield,1870.0,3.0,3,7379.679144385027,138.0
Hennur Road,1232.0,2.0,2,7061.688311688312,87.0
Chandapura,975.0,2.0,2,2549.74358974359,24.86
other,2000.0,4.0,3,6500.0,130.0
Jakkur,1230.0,2.0,2,6422.764227642277,79.0
other,1350.0,4.0,4,10370.37037037037,140.0
KR Puram,1076.0,2.0,2,6226.7657992565055,67.0
other,995.0,2.0,3,3499.497487437186,34.82
Kodigehaali,2120.0,3.0,3,8349.056603773584,177.0
Electronic City,1096.0,2.0,2,3699.8175182481746,40.55
Horamavu Agara,1107.83,2.0,2,3746.964787016059,41.51
Chamrajpet,505.0,1.0,1,16831.68316831683,85.0
Sarjapur  Road,1320.0,2.0,2,8712.121212121212,115.0
8th Phase JP Nagar,1431.5,3.0,3,5031.086273140063,72.02
Whitefield,1320.0,2.0,2,7519.69696969697,99.26
GM Palaya,1315.0,2.0,3,4942.9657794676805,65.0
other,1000.0,2.0,2,4400.0,44.0
Hosakerehalli,1596.0,3.0,3,5000.0,79.8
Bannerghatta Road,1750.0,3.0,3,7428.571428571428,130.0
Old Madras Road,1350.0,3.0,3,3500.0,47.25
other,1175.0,2.0,2,6723.404255319149,79.0
Talaghattapura,921.0,2.0,2,3199.782844733985,29.47
Sultan Palaya,1713.0,3.0,3,7297.139521307648,125.0
other,1200.0,2.0,2,3583.3333333333335,43.0
8th Phase JP Nagar,1900.0,4.0,3,4736.8421052631575,90.0
Kudlu Gate,1664.0,3.0,3,4086.5384615384614,68.0
Binny Pete,1795.0,3.0,3,7743.732590529248,139.0
Kereguddadahalli,600.0,1.0,1,3250.0,19.5
Hoodi,1240.0,2.0,2,5241.935483870968,65.0
Hegde Nagar,1965.0,4.0,3,6717.557251908397,132.0
Electronics City Phase 1,1200.0,2.0,2,4980.0,59.76
other,1112.0,2.0,2,6115.107913669065,68.0
Mahadevpura,1136.0,2.0,2,5677.816901408451,64.5
Jigani,914.0,2.0,2,6017.505470459519,55.0
Poorna Pragna Layout,1270.0,2.0,3,3999.212598425197,50.79
Rachenahalli,1050.0,2.0,2,4500.0,47.25
Marathahalli,1385.0,2.0,3,4945.848375451264,68.5
other,990.0,2.0,2,3535.3535353535353,35.0
Yelahanka,845.0,2.0,2,5088.757396449704,43.0
Whitefield,1485.0,2.0,2,6498.989898989899,96.51
Kanakapura,1460.0,2.0,3,2999.3150684931506,43.79
Thanisandra,1450.0,2.0,2,3931.0344827586205,57.0
HSR Layout,1360.0,2.0,3,3897.0588235294117,53.0
Singasandra,1375.0,2.0,2,4218.181818181818,58.0
Uttarahalli,1125.0,2.0,2,4266.666666666667,48.0
Banashankari,720.0,1.0,1,8333.333333333334,60.0
7th Phase JP Nagar,1460.0,2.0,3,6849.315068493151,100.0
other,1107.0,2.0,2,3613.369467028004,40.0
other,1158.0,2.0,2,6476.683937823835,75.0
Yelachenahalli,800.0,1.0,2,3750.0,30.0
Bhoganhalli,1760.0,3.0,3,7272.727272727273,128.0
TC Palaya,1350.0,3.0,3,4444.444444444444,60.0
other,1125.0,2.0,2,2888.0,32.49
Frazer Town,1706.0,3.0,3,9026.963657678782,154.0
BTM Layout,1600.0,3.0,3,7000.0,112.0
other,1200.0,2.0,2,7500.0,90.0
Whitefield,1755.0,3.0,3,5754.985754985755,101.0
Hulimavu,1200.0,2.0,2,4166.666666666667,50.0
BEML Layout,1200.0,2.0,2,5583.333333333333,67.0
other,1266.67,2.0,2,5447.3540859103,69.0
other,1800.0,3.0,3,5000.0,90.0
2nd Phase Judicial Layout,1300.0,3.0,3,4923.076923076923,64.0
Mysore Road,1029.5,2.0,2,4939.776590577951,50.855
Raja Rajeshwari Nagar,1128.0,2.0,2,3546.099290780142,40.0
other,2000.0,2.0,2,8000.0,160.0
Panathur,1210.0,2.0,2,6611.570247933884,80.0
Raja Rajeshwari Nagar,1151.0,2.0,2,3388.3579496090356,39.0
other,1464.0,3.0,3,3825.136612021858,56.0
Electronic City,1017.0,2.0,2,2654.8672566371683,27.0
Sarjapur  Road,920.0,2.0,2,4347.826086956522,40.0
HRBR Layout,1200.0,3.0,4,15000.0,180.0
Munnekollal,1750.0,3.0,3,4942.857142857143,86.5
Dasanapura,1163.0,2.0,2,5588.993981083405,65.0
7th Phase JP Nagar,1650.0,3.0,3,6666.666666666667,110.0
other,1800.0,3.0,3,5277.777777777777,95.0
CV Raman Nagar,1100.0,2.0,2,5272.727272727273,58.0
R.T. Nagar,1200.0,2.0,2,5000.0,60.0
other,1410.0,3.0,3,4609.929078014185,65.0
Begur Road,1933.0,3.0,3,5069.839627521987,98.0
Begur Road,1200.0,2.0,2,3800.0,45.6
Whitefield,1608.0,2.0,3,3917.910447761194,63.0
Horamavu Banaswadi,1156.0,2.0,2,4057.093425605536,46.9
other,1230.0,2.0,2,6097.5609756097565,75.0
Kasavanhalli,770.0,1.0,1,5690.909090909091,43.82
Ardendale,1777.26,3.0,3,5907.970696465346,105.0
Kanakpura Road,1339.0,2.0,2,6348.020911127707,85.0
other,1080.0,2.0,2,4148.148148148148,44.8
Hulimavu,1450.0,3.0,3,4965.517241379311,72.0
Kothanur,1075.0,2.0,2,4930.232558139535,53.0
Sarjapur  Road,1163.0,2.0,3,5331.04041272571,62.0
TC Palaya,1200.0,2.0,2,5416.666666666667,65.0
Hebbal,1299.0,2.0,2,7698.229407236336,100.0
Electronic City,1130.0,2.0,2,2887.610619469027,32.63
HRBR Layout,1170.0,2.0,2,6410.25641025641,75.0
KR Puram,1140.0,2.0,2,3800.0,43.32
Kanakpura Road,1900.0,3.0,3,6578.9473684210525,125.0
Bommasandra Industrial Area,1090.0,2.0,2,2888.0733944954127,31.48
Electronic City,1110.0,2.0,2,3599.0990990990995,39.95
Nagavarapalya,705.0,1.0,1,8085.106382978724,57.0
HBR Layout,1089.0,2.0,2,5509.641873278237,60.0
other,880.0,2.0,2,5454.545454545455,48.0
Kereguddadahalli,1080.0,2.0,2,2962.962962962963,32.0
Thanisandra,1093.0,2.0,2,6230.558096980786,68.1
Banashankari Stage III,1480.0,3.0,3,5100.0,75.48
Hegde Nagar,1703.0,3.0,3,7339.988256018791,125.0
Hebbal,1200.0,2.0,2,5000.0,60.0
Marathahalli,1690.0,3.0,3,6863.905325443787,116.0
Yelahanka,1305.0,2.0,2,5977.0114942528735,78.0
Talaghattapura,1257.0,2.0,3,3199.6817820206843,40.22
other,1150.0,2.0,2,3913.0434782608695,45.0
other,1194.0,2.0,2,4606.365159128978,55.0
other,2000.0,3.0,3,4500.0,90.0
Anekal,1500.0,4.0,3,6600.0,99.0
other,1025.0,2.0,2,4146.341463414634,42.5
Horamavu Agara,980.0,2.0,2,3896.938775510204,38.19
Hosakerehalli,1200.0,2.0,3,8333.333333333334,100.0
Whitefield,2225.0,3.0,3,6696.6292134831465,149.0
other,1022.0,2.0,2,5577.2994129158515,57.0
Narayanapura,1153.0,2.0,2,3902.8620988725065,45.0
Pai Layout,1175.0,2.0,2,5106.382978723404,60.0
Vidyaranyapura,1560.0,3.0,3,4358.974358974359,68.0
Yelahanka New Town,650.0,1.0,1,2615.3846153846152,17.0
Billekahalli,1350.0,3.0,2,4074.074074074074,55.0
other,1200.0,2.0,2,6333.333333333333,76.0
other,1200.0,1.0,2,4500.0,54.0
Chandapura,800.0,2.0,2,3125.0,25.0
Electronic City,2093.0,4.0,4,4968.944099378882,104.0
Uttarahalli,1320.0,2.0,3,4200.0,55.44
Bannerghatta Road,1275.0,2.0,2,5725.490196078431,73.0
Begur Road,1215.0,2.0,2,3549.794238683128,43.13
Kanakapura,1130.0,2.0,2,4000.0,45.2
Begur Road,1444.0,2.0,3,4951.523545706371,71.5
other,950.0,2.0,2,4000.0,38.0
Padmanabhanagar,1000.0,1.0,2,9000.0,90.0
Banashankari Stage II,1240.0,2.0,3,4800.0,59.52
Hennur,1231.0,2.0,2,4061.7384240454917,50.0
Benson Town,1300.0,2.0,2,9230.76923076923,120.0
Yeshwanthpur,1713.0,3.0,3,6421.482778750729,110.0
Kogilu,1200.0,2.0,2,4444.166666666667,53.33
Sonnenahalli,1310.0,2.0,3,3511.4503816793895,46.0
Jalahalli,790.0,2.0,2,6265.822784810127,49.5
other,1605.0,3.0,3,6230.529595015576,100.0
Whitefield,1250.0,2.0,2,6560.0,82.0
Subramanyapura,1260.0,2.0,3,6031.746031746032,76.0
Rajaji Nagar,1615.0,3.0,3,10835.913312693498,175.0
Yelahanka,1180.0,2.0,2,4745.762711864407,56.0
Uttarahalli,1255.0,2.0,3,3999.203187250996,50.19
Electronic City,1025.0,2.0,2,5258.536585365854,53.9
Sarjapur  Road,1877.0,4.0,3,7991.475759190197,150.0
Lakshminarayana Pura,1649.0,3.0,3,9096.422073984233,150.0
other,1542.0,3.0,3,6355.38261997406,98.0
Thigalarapalya,1418.0,2.0,2,7404.795486600846,105.0
other,1012.0,2.0,2,4150.197628458498,42.0
Chandapura,1200.0,2.0,2,5416.666666666667,65.0
Sarjapur  Road,1115.0,2.0,2,3856.5022421524664,43.0
Green Glen Layout,1680.0,4.0,3,5654.761904761905,95.0
Old Madras Road,1171.0,2.0,2,6148.590947907771,72.0
Tumkur Road,1027.0,2.0,2,6681.596884128529,68.62
Shampura,1700.0,3.0,3,4411.764705882353,75.0
Kanakapura,1090.0,2.0,2,3500.0,38.15
Hennur Road,1232.0,2.0,2,6006.493506493506,74.0
Anekal,766.0,2.0,2,3655.3524804177546,28.0
Kanakpura Road,525.0,1.0,1,5142.857142857143,27.0
JP Nagar,1452.0,2.0,3,2823.6914600550963,41.0
Choodasandra,1254.0,2.0,3,5183.413078149921,65.0
Kanakpura Road,1593.0,3.0,3,7407.407407407408,118.0
other,1333.0,2.0,2,5796.699174793698,77.27
other,1100.0,3.0,3,10000.0,110.0
Raja Rajeshwari Nagar,1375.0,2.0,3,3999.2727272727275,54.99
Ardendale,1650.0,3.0,3,4969.69696969697,82.0
Thanisandra,1430.0,2.0,3,3600.0,51.48
Electronic City,940.0,2.0,2,5744.68085106383,54.0
Electronic City,435.0,1.0,1,4827.586206896552,21.0
Begur Road,1160.0,2.0,2,3150.0,36.54
Electronic City,1500.0,2.0,3,5166.666666666667,77.5
Koramangala,1890.0,2.0,3,5291.005291005291,100.0
other,1050.0,2.0,2,6666.666666666667,70.0
Haralur Road,1027.0,2.0,2,4186.952288218111,43.0
Tumkur Road,1459.0,2.0,3,6511.3091158327625,95.0
Yelahanka,1711.0,3.0,3,5003.506721215664,85.61
Hoodi,1250.0,2.0,2,7840.0,98.0
Chandapura,645.0,1.0,1,2550.3875968992247,16.45
Anandapura,875.0,2.0,2,6514.285714285715,57.0
Ramamurthy Nagar,1334.0,2.0,2,5022.488755622189,67.0
other,1140.0,2.0,2,2887.719298245614,32.92
Sarjapur  Road,1115.0,2.0,2,4484.304932735426,50.0
Thigalarapalya,2072.0,4.0,3,7722.007722007722,160.0
Kundalahalli,1600.0,3.0,3,10625.0,170.0
Kengeri Satellite Town,920.0,2.0,2,4239.130434782609,39.0
Chandapura,778.0,2.0,2,3250.642673521851,25.29
Nagasandra,1310.0,3.0,4,7251.908396946565,95.0
Electronic City,1631.0,3.0,3,4904.9662783568365,80.0
Kanakpura Road,525.0,1.0,1,5238.0952380952385,27.5
Jalahalli,1395.0,3.0,3,5878.136200716845,82.0
other,2000.0,3.0,3,5250.0,105.0
Hennur Road,1232.0,2.0,2,5357.142857142857,66.0
other,1075.0,2.0,2,5116.279069767442,55.0
Gubbalala,1205.0,2.0,2,5809.128630705394,70.0
other,1200.0,4.0,4,13750.0,165.0
Rayasandra,1179.0,2.0,3,4664.970313825275,55.0
Kodigehaali,1013.0,2.0,2,5034.550839091807,51.0
Uttarahalli,1160.0,2.0,2,3500.0,40.6
7th Phase JP Nagar,1200.0,2.0,2,5208.333333333333,62.5
Uttarahalli,1255.0,2.0,3,3999.203187250996,50.19
other,1100.0,2.0,3,13181.818181818182,145.0
other,1069.0,2.0,2,5144.9953227315245,55.0
other,1200.0,3.0,3,8250.0,99.0
Marathahalli,1065.0,2.0,2,5164.319248826291,55.0
Lakshminarayana Pura,1395.0,2.0,2,5376.344086021505,75.0
Hebbal Kempapura,1725.0,2.0,3,9565.217391304348,165.0
other,1007.0,2.0,2,4270.109235352532,43.0
Kengeri,1436.0,2.0,3,3830.08356545961,55.0
Hebbal,1645.0,3.0,3,7112.462006079028,117.0
Kengeri,1200.0,2.0,2,4833.333333333333,58.0
Mysore Road,940.0,2.0,2,4639.36170212766,43.61
Haralur Road,1194.0,2.0,2,3936.348408710218,47.0
Dodda Nekkundi,1829.0,3.0,3,6834.3357025697105,125.0
Whitefield,1800.0,4.0,4,9888.888888888889,178.0
other,1000.0,2.0,2,6000.0,60.0
other,675.0,1.0,2,2222.222222222222,15.0
Hebbal,1390.0,2.0,2,6834.53237410072,95.0
Lakshminarayana Pura,1500.0,3.0,3,6933.333333333333,104.0
Vijayanagar,2047.0,3.0,3,6643.869076697606,136.0
Jakkur,1202.0,2.0,2,6572.379367720466,79.0
other,1012.0,2.0,2,5830.0395256917,59.0
Gunjur,2132.0,3.0,3,3752.34521575985,80.0
Whitefield,605.0,1.0,1,6611.570247933884,40.0
Harlur,1331.0,2.0,2,6611.570247933884,88.0
Margondanahalli,1200.0,2.0,2,5750.0,69.0
Sahakara Nagar,1200.0,2.0,2,11333.333333333334,136.0
other,1280.0,2.0,3,3828.125,49.0
Balagere,1007.0,2.0,2,6156.901688182721,62.0
Thanisandra,1370.0,2.0,3,4452.554744525547,61.0
other,925.0,2.0,2,3783.7837837837837,35.0
TC Palaya,1500.0,2.0,2,5000.0,75.0
Attibele,450.0,1.0,1,2777.777777777778,12.5
other,1200.0,4.0,4,11666.666666666666,140.0
Hennur Road,1341.0,2.0,2,7084.265473527218,95.0
2nd Phase Judicial Layout,1350.0,2.0,3,3500.0,47.25
Tumkur Road,992.0,2.0,2,6048.387096774193,60.0
Uttarahalli,1163.0,2.0,2,5846.947549441101,68.0
Sarjapur  Road,1229.0,2.0,2,5695.6875508543535,70.0
other,600.0,2.0,2,6500.0,39.0
Electronic City Phase II,1219.0,2.0,2,5025.430680885972,61.26
Raja Rajeshwari Nagar,1525.0,2.0,3,6500.327868852459,99.13
Kasavanhalli,1147.0,2.0,2,5231.037489102006,60.0
Akshaya Nagar,1412.0,2.0,3,6232.294617563739,88.0
Sarjapur  Road,1044.0,2.0,2,3330.459770114943,34.77
Nagarbhavi,1190.0,2.0,2,5294.117647058823,63.0
other,1240.0,2.0,3,5241.935483870968,65.0
Jigani,1352.0,3.0,3,4807.692307692308,65.0
other,1100.0,2.0,2,5000.0,55.0
Uttarahalli,1330.0,2.0,3,3000.0,39.9
other,1700.0,3.0,3,6529.411764705882,111.0
Electronic City,1355.0,2.0,2,4944.649446494465,67.0
Ramamurthy Nagar,1200.0,2.0,2,3833.3333333333335,46.0
Kengeri,400.0,2.0,1,6250.0,25.0
Sarjapur  Road,1342.0,2.0,2,5216.095380029807,70.0
Begur Road,1615.0,3.0,3,3149.84520123839,50.87
other,1340.0,2.0,2,4850.746268656716,65.0
other,1200.0,2.0,2,4500.0,54.0
Yeshwanthpur,400.0,1.0,1,13750.0,55.0
Devanahalli,1080.0,2.0,2,4814.814814814815,52.0
other,1600.0,2.0,2,1937.5,31.0
Electronic City,1200.0,2.0,2,2833.3333333333335,34.0
other,1780.0,3.0,3,6179.775280898876,110.0
Amruthahalli,1605.0,3.0,3,4049.8442367601247,65.0
Kammanahalli,1200.0,2.0,2,6666.666666666667,80.0
Margondanahalli,900.0,2.0,2,5444.444444444444,49.0
Sarjapur,1830.0,3.0,3,4808.743169398907,88.0
Chandapura,1230.0,2.0,3,2550.4065040650407,31.37
Uttarahalli,1065.0,2.0,2,3999.06103286385,42.59
other,1080.0,3.0,3,13796.296296296296,149.0
other,900.0,2.0,3,7222.222222222223,65.0
other,946.0,2.0,2,4756.871035940803,45.0
Laggere,1500.0,1.0,1,4000.0,60.0
Sarjapur  Road,1711.0,3.0,3,6428.988895382817,110.0
other,1200.0,3.0,4,13333.333333333334,160.0
Chandapura,950.0,2.0,2,2700.0,25.65
Kudlu Gate,1656.0,3.0,3,4830.917874396136,80.0
Uttarahalli,1075.0,2.0,2,4349.767441860465,46.76
Harlur,1752.12,3.0,3,7590.80428281168,133.0
other,1540.0,3.0,3,5519.480519480519,85.0
LB Shastri Nagar,665.0,1.0,1,4812.0300751879695,32.0
Sector 2 HSR Layout,1665.0,3.0,3,6606.606606606607,110.0
Electronics City Phase 1,1145.0,2.0,2,4716.157205240174,54.0
Whitefield,1185.0,2.0,2,3459.915611814346,41.0
Marathahalli,1693.0,3.0,3,7383.343177790904,125.0
Uttarahalli,1155.0,2.0,2,3515.151515151515,40.6
other,1610.0,2.0,3,4000.0000000000005,64.4
Whitefield,1200.0,3.0,3,4715.0,56.58
EPIP Zone,1709.0,3.0,3,4681.100058513751,80.0
other,840.0,1.0,1,17857.14285714286,150.0
Gottigere,1400.0,2.0,3,3571.4285714285716,50.0
KR Puram,1200.0,2.0,2,3500.0,42.0
other,1439.0,3.0,3,3977.067407922168,57.23
Kasavanhalli,1375.0,2.0,2,5236.363636363636,72.0
Vijayanagar,1200.0,2.0,3,6250.0,75.0
Yelahanka,1315.0,2.0,2,5703.42205323194,75.0
Dommasandra,1500.0,2.0,2,2666.6666666666665,40.0
Vijayanagar,1178.0,2.0,2,6960.950764006791,82.0
Bannerghatta Road,1430.0,3.0,3,4125.874125874126,59.0
Mahadevpura,1400.0,2.0,3,4700.0,65.8
Thanisandra,1093.0,2.0,2,6587.374199451052,72.0
Horamavu Banaswadi,1200.0,2.0,2,3750.0,45.0
1st Block Jayanagar,1200.0,2.0,3,10833.333333333334,130.0
Whitefield,2210.0,3.0,3,7058.823529411765,156.0
Uttarahalli,1150.0,2.0,2,6086.95652173913,70.0
other,1435.0,2.0,3,4181.184668989547,60.0
Whitefield,1173.0,2.0,2,6666.666666666667,78.2
Thanisandra,1140.0,2.0,2,3421.0526315789475,39.0
other,1717.0,3.0,3,6988.934187536401,120.0
Mallasandra,1325.0,2.0,2,4905.66037735849,65.0
Hoodi,1370.0,3.0,3,4890.510948905109,67.0
Electronics City Phase 1,1025.0,2.0,2,8780.487804878048,90.0
other,1409.0,2.0,3,4400.28388928318,62.0
Bellandur,1200.0,2.0,2,4333.333333333333,52.0
Thanisandra,1200.0,2.0,2,4458.333333333333,53.5
Whitefield,1740.0,4.0,3,7471.264367816092,130.0
Hennur Road,1232.0,2.0,2,7142.857142857143,88.0
Chandapura,1200.0,2.0,2,3000.0,36.0
other,1250.0,2.0,2,4000.0,50.0
other,1475.0,2.0,2,11593.22033898305,171.0
Bommanahalli,2100.0,4.0,4,4047.6190476190477,85.0
5th Phase JP Nagar,552.0,1.0,1,4257.246376811594,23.5
Uttarahalli,1065.0,2.0,3,3999.06103286385,42.59
Hennur,1000.0,3.0,3,13000.0,130.0
other,1225.0,2.0,2,5306.122448979592,65.0
other,650.0,1.0,1,2461.5384615384614,16.0
Padmanabhanagar,1067.0,2.0,2,4873.477038425492,52.0
Sarjapur,1364.0,2.0,3,4105.571847507332,56.0
other,1750.0,3.0,3,4285.714285714285,75.0
Bannerghatta Road,1240.0,2.0,2,5725.806451612903,71.0
Hulimavu,1200.0,2.0,2,6250.0,75.0
Kaggadasapura,1540.0,3.0,3,4870.12987012987,75.0
other,1504.0,2.0,3,6781.914893617021,102.0
other,1116.0,2.0,2,4462.365591397849,49.8
Sarjapura - Attibele Road,1308.0,2.0,2,2828.7461773700306,37.0
Vijayanagar,864.0,2.0,2,5208.333333333333,45.0
Hoskote,1069.0,2.0,3,3554.724041159963,38.0
Hebbal,1333.0,2.0,2,7501.875468867217,100.0
other,1800.0,4.0,4,8055.555555555556,145.0
Thanisandra,1698.0,3.0,3,6301.531213191991,107.0
JP Nagar,1275.0,2.0,3,3419.607843137255,43.6
Raja Rajeshwari Nagar,1060.0,2.0,2,4528.301886792453,48.0
Hennur,1160.0,2.0,2,4224.137931034483,49.0
Sarjapur  Road,1484.0,2.0,3,4380.053908355795,65.0
